Content_type,Router1_type_req,Router2_type_req,Router3_type_req,Router4_type_req,Router5_type_req,Router6_type_req,Router1_total_req,Router2_total_req,Router3_total_req,Router4_total_req,Router5_total_req,Router6_total_req,Request_at_allnode,Popularity
7024,1733,1511,938,1243,735,239,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7025,7,4,54,5,563,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7026,1990,1789,1369,1937,2318,1166,5448787,4304350,4227702,4005980,7914636,1689532,27590987,10
7027,534,364,481,1,53,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7028,5,3,38,4,405,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7029,88,44,580,132,1073,362,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7030,1886,1676,1191,1637,1630,642,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
7031,1373,1139,411,548,1171,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7032,136,73,856,253,2357,1203,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7033,266,160,17,701,1849,29,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7034,500,337,408,1870,2164,1029,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7035,358,226,134,1106,443,157,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7036,1242,1008,251,370,382,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7037,1573,1343,690,895,66,72,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7038,114,60,729,193,1753,720,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7039,161,89,989,324,196,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7040,384,246,179,1237,722,235,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7041,975,752,24,127,1010,336,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7042,421,275,248,1429,1153,395,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7043,1443,1210,504,659,1663,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7044,36,17,260,38,2257,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7045,96,49,628,151,1291,459,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7046,130,70,823,237,2198,1058,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7047,97,50,637,154,1330,477,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7048,1562,1331,673,873,38,66,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7049,1667,1441,833,1092,414,149,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7050,999,774,37,142,1192,412,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7051,17,8,124,13,1173,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7052,472,315,349,1709,1797,749,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7053,118,62,753,204,1866,797,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7054,1506,1274,593,768,2136,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7055,299,183,50,837,4,56,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7056,920,701,4,94,612,202,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7057,1398,1163,443,585,1339,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7058,1045,817,67,176,1570,606,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7059,257,153,10,665,1690,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7060,205,117,1221,468,812,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7061,785,578,1082,38,2256,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7062,112,59,722,190,1721,699,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7063,182,102,1103,392,475,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7064,1912,1703,1234,1707,1792,746,5448787,4304350,4227702,4005980,7914636,1689532,27590987,7
7065,1770,1550,998,1333,934,307,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7066,1181,948,186,301,113,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7067,1742,1520,952,1264,781,254,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7068,877,661,1318,73,336,131,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7069,466,309,336,1672,1711,692,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7070,53,25,368,64,225,106,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7071,888,671,1347,78,403,147,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7072,32,15,232,32,2044,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7073,1,1,3,1,30,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7074,296,181,47,824,2369,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7075,91,46,596,138,1147,393,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7076,258,154,11,669,1710,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7077,500,337,409,1873,2172,1035,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7078,42,20,297,46,29,63,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7079,1186,953,192,307,132,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7080,256,152,9,659,1666,23,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7081,906,688,1,87,519,176,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7082,1528,1296,624,808,2305,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7083,313,193,68,900,73,73,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7084,766,562,1036,32,2057,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7085,532,363,477,1,46,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7086,24,11,174,21,1588,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7087,1850,1637,1130,1539,1405,516,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
7088,32,15,233,32,2051,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7089,1832,1617,1100,1492,1296,461,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7090,1865,1653,1156,1580,1499,566,5448787,4304350,4227702,4005980,7914636,1689532,27590987,6
7091,222,129,1313,531,1097,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7092,561,387,543,2,202,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7093,1053,825,73,182,1641,649,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7094,1688,1463,866,1139,510,174,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7095,273,164,23,728,1963,33,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7096,7,3,54,5,555,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7097,178,100,1080,377,413,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7098,85,43,562,126,998,331,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7099,14,7,107,11,1031,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7100,84,42,556,123,969,321,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7101,38,18,273,41,2360,52,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7102,405,262,217,1345,962,318,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7103,1731,1509,935,1239,726,236,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7104,13,6,101,10,981,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7105,1545,1314,649,841,8,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7106,21,9,153,18,1414,16,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7107,300,184,52,842,8,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7108,55,26,381,67,269,115,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7109,1341,1106,370,500,958,8,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7110,860,646,1276,65,245,110,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7111,881,665,1328,75,360,136,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7112,971,748,22,124,977,323,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7113,1273,1038,287,408,547,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7114,30,14,222,30,1963,33,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7115,1507,1275,594,770,2142,41,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7116,3,2,19,2,212,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7117,1165,933,170,284,61,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7118,449,296,301,1578,1495,564,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7119,1952,1747,1303,1823,2057,941,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
7120,147,80,917,285,61,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7121,1206,972,212,328,212,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7122,854,640,1259,63,212,103,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7123,1532,1301,630,817,2339,51,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7124,15,7,113,12,1079,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7125,23,10,166,20,1526,19,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7126,115,61,739,198,1802,753,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7127,128,68,810,231,2137,1006,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7128,201,115,1205,457,763,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7129,505,341,418,1899,2232,1088,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7130,218,126,1289,515,1023,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7131,12,6,91,9,895,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7132,693,498,854,16,1305,14,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7133,1457,1223,523,681,1763,26,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7134,3,2,23,2,250,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7135,536,366,486,1,64,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7136,153,84,949,302,117,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7137,499,336,405,1862,2147,1014,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7138,495,333,398,1843,2104,979,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7139,27,12,199,26,1788,27,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7140,1433,1199,490,642,1588,21,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7141,1,1,2,1,14,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7142,1807,1590,1059,1426,1146,392,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7143,1274,1040,289,410,555,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7144,1309,1074,330,456,760,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7145,238,140,1,591,1363,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7146,82,41,544,119,919,302,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7147,343,215,112,1038,307,124,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7148,11,5,85,8,839,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7149,1224,990,231,349,293,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7150,116,61,742,199,1813,760,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7151,1473,1240,545,709,1883,30,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7152,175,98,1064,368,374,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7153,189,107,1137,413,568,4,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7154,1486,1253,564,733,1983,34,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7155,538,368,491,1,74,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7156,1040,813,63,172,1532,585,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7157,1536,1304,635,823,2365,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7158,109,57,701,181,1623,638,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7159,1118,887,126,238,2209,1068,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7160,745,543,982,27,1829,28,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7161,1992,1791,1373,1943,2332,1179,5448787,4304350,4227702,4005980,7914636,1689532,27590987,10
7162,292,178,42,808,2302,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7163,80,40,532,115,867,283,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7164,1834,1619,1103,1496,1306,466,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7165,1518,1286,610,790,2228,45,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7166,38,18,273,41,2357,52,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7167,1523,1291,617,799,2266,47,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7168,129,69,813,232,2152,1018,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7169,1128,897,135,248,2305,1154,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7170,632,446,708,7,742,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7171,953,731,14,113,840,274,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7172,1411,1176,460,605,1428,17,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7173,1018,792,49,156,1350,487,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7174,5,2,34,3,361,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7175,128,68,809,230,2132,1001,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7176,1402,1168,449,592,1370,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7177,232,136,1363,568,1261,13,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7178,539,368,492,1,77,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7179,185,105,1121,403,522,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7180,171,95,1043,355,320,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7181,1543,1312,646,838,5,56,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7182,1359,1125,393,527,1078,10,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7183,1691,1467,871,1146,525,178,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7184,85,43,562,125,994,330,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7185,128,68,811,231,2139,1008,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7186,601,420,635,4,487,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7187,1100,869,110,222,2047,933,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7188,85,43,564,126,1004,334,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7189,41,19,290,44,17,60,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7190,336,210,100,1003,241,109,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7191,1689,1465,869,1142,518,176,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7192,408,265,223,1362,1000,332,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7193,1026,799,54,161,1412,519,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7194,680,487,822,14,1177,11,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7195,1073,844,88,198,1812,759,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7196,51,25,358,61,192,99,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7197,518,351,446,1,2,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7198,667,475,791,12,1054,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7199,697,501,863,16,1340,15,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7200,1309,1074,329,455,755,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7201,1031,804,57,165,1452,540,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7202,1076,846,90,201,1834,774,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7203,1654,1428,814,1065,359,136,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7204,99,51,647,158,1374,500,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7205,292,178,42,807,2299,49,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7206,501,337,409,1875,2176,1039,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7207,877,661,1318,73,336,131,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7208,384,246,179,1237,721,235,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7209,607,425,648,5,529,3,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7210,367,233,150,1153,539,182,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7211,1833,1618,1101,1493,1299,462,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7212,575,398,574,3,291,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7213,1702,1478,888,1170,577,192,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7214,734,533,954,24,1714,24,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7215,555,382,529,2,165,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7216,74,37,498,103,723,236,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7217,1219,985,226,343,269,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7218,1495,1262,576,748,2050,37,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7219,897,679,1370,82,458,160,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7220,1827,1612,1092,1479,1266,447,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7221,2,1,9,1,98,1,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7222,1536,1305,636,824,2368,53,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7223,1219,985,226,343,271,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7224,10,5,77,8,768,6,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7225,1335,1100,362,492,919,7,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7226,631,445,704,7,729,5,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7227,824,613,1181,51,75,74,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7228,682,489,828,14,1199,12,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7229,856,642,1265,64,223,105,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7230,576,399,575,3,296,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7231,863,649,1283,67,260,113,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7232,664,473,784,11,1027,9,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7233,3,2,19,2,215,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7234,300,183,51,841,7,57,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7235,1002,777,39,144,1219,425,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7236,436,286,276,1508,1334,480,5448787,4304350,4227702,4005980,7914636,1689532,27590987,2
7237,1788,1569,1026,1377,1033,346,5448787,4304350,4227702,4005980,7914636,1689532,27590987,5
7238,1640,1413,792,1033,298,122,5448787,4304350,4227702,4005980,7914636,1689532,27590987,3
7239,4,2,26,3,288,2,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7240,505,341,419,1901,2235,1091,5448787,4304350,4227702,4005980,7914636,1689532,27590987,4
7241,378,241,168,1204,650,213,5448787,4304350,4227702,4005980,7914636,1689532,27590987,1
7242,1946,1741,1293,1806,2020,911,5448787,4304350,4227702,4005980,7914636,1689532,27590987,8
